length_url,length_hostname,ip,nb_dots,nb_slash,http_in_path,google_index,page_rank,Label
154,31,1,4,6,0,1,5,1
29,20,0,2,3,0,0,4,0
43,35,0,2,3,0,1,3,1
80,16,0,3,8,0,1,4,0
88,21,0,3,4,0,0,5,0
51,25,0,3,4,0,1,4,1
24,16,0,2,3,0,0,4,0
58,16,0,3,4,0,1,3,1
88,20,0,2,6,0,1,3,1
51,33,0,4,3,0,1,5,1
36,27,0,2,3,0,1,5,1
64,21,0,2,5,0,1,10,0
56,19,0,2,5,0,1,4,0
30,22,0,2,3,0,0,2,0
71,21,0,2,5,0,0,5,0
43,21,0,2,4,0,1,0,1
81,31,0,2,4,0,0,3,0
45,36,0,3,3,0,1,0,1
95,15,1,3,5,0,0,4,0
54,37,0,5,3,0,1,5,1
48,22,0,3,3,0,0,4,0
50,15,0,1,6,0,1,1,1
58,16,0,2,4,0,0,7,0
98,16,1,3,3,0,0,4,0
73,28,0,4,5,0,1,8,0
50,28,0,2,3,0,0,0,1
79,31,0,3,5,0,0,4,1
221,13,0,6,6,0,1,4,0
47,7,0,2,7,0,1,0,1
86,14,1,1,4,0,1,7,0
50,41,0,3,3,0,1,0,1
36,19,0,2,4,0,1,0,1
20,12,0,1,3,0,1,0,1
115,26,0,3,5,0,0,3,0
51,18,0,3,4,0,1,4,0
43,21,0,2,6,0,1,0,1
42,34,0,2,3,0,1,2,1
100,25,0,2,6,0,0,5,0
34,26,0,2,3,0,0,2,0
127,50,1,4,4,0,1,0,1
33,14,0,2,3,0,1,3,1
42,15,0,3,4,0,1,0,1
109,21,0,2,7,0,0,10,0
72,35,0,2,6,0,1,2,1
72,38,0,4,6,0,1,0,1
105,31,0,3,5,0,1,2,0
63,29,0,5,3,0,1,5,1
27,18,0,2,3,0,0,3,0
77,16,0,2,6,0,0,6,0
23,16,0,2,2,0,0,0,1
30,21,0,2,3,0,0,4,0
61,21,0,3,3,0,0,5,0
21,14,0,2,2,0,0,0,0
92,22,0,2,8,0,0,4,0
22,14,0,2,2,0,0,3,0
88,14,1,1,8,0,1,0,1
41,15,0,2,5,0,1,7,0
62,10,1,1,5,0,1,0,1
26,18,0,2,3,0,0,4,0
61,23,0,3,4,0,0,4,0
74,27,0,2,5,0,1,6,0
68,38,0,2,3,0,0,6,0
31,23,0,2,3,0,0,3,0
31,23,0,2,3,0,0,4,0
81,24,0,4,4,0,0,6,0
25,16,0,2,3,0,0,2,0
60,17,0,2,5,0,0,7,0
83,15,1,2,3,0,0,7,0
57,20,0,4,5,0,1,2,1
63,25,0,3,4,0,1,6,1
38,13,0,2,4,0,0,4,0
30,21,0,2,3,0,0,2,0
98,13,1,3,10,0,1,0,1
23,14,0,2,3,0,0,1,0
103,15,1,1,10,0,1,0,1
27,20,0,2,2,0,0,8,0
32,25,0,2,2,0,0,2,0
49,26,0,3,3,0,0,4,0
29,21,0,3,3,0,0,4,0
81,14,0,4,7,0,1,5,0
75,37,0,4,5,0,0,8,0
161,16,0,3,4,0,1,4,0
78,50,1,4,5,0,1,0,1
60,21,0,4,5,0,0,5,0
34,15,0,1,4,0,0,5,0
41,33,0,2,3,0,1,1,1
70,21,0,3,3,0,1,5,0
23,14,0,2,3,0,0,2,0
63,9,0,1,5,0,1,4,0
30,21,0,2,3,0,0,4,0
30,23,0,2,2,0,1,5,1
32,24,0,2,3,0,0,5,0
130,6,1,4,3,1,0,9,1
31,22,0,2,3,0,0,5,0
61,27,0,3,5,0,1,5,1
28,20,0,1,3,0,1,0,1
99,15,0,2,7,0,1,10,1
42,15,0,2,4,0,0,10,0
47,17,0,1,3,0,0,0,1
86,13,0,3,10,0,0,7,0
30,22,0,2,3,0,0,0,0
40,31,0,2,3,0,1,2,1
36,17,0,3,3,0,1,10,1
77,17,1,3,3,0,0,0,1
106,19,0,2,6,0,0,2,0
154,14,0,2,8,0,0,5,0
56,20,0,3,5,0,0,6,0
47,17,0,2,5,0,1,2,1
28,17,0,2,3,0,0,4,0
32,25,0,2,2,0,0,1,1
26,19,0,2,2,0,1,0,1
20,4,0,1,3,0,1,7,1
78,22,0,3,6,0,0,5,0
32,25,0,2,2,0,1,2,1
22,13,0,2,3,0,0,4,0
41,33,0,2,3,0,1,2,1
61,19,0,2,4,0,1,5,0
71,20,0,3,4,0,1,5,0
35,28,0,2,2,0,1,5,1
36,18,0,2,4,0,0,4,0
84,18,1,4,5,0,0,5,0
56,18,0,4,7,0,1,5,0
32,23,0,2,3,0,0,4,0
126,61,1,3,3,0,1,0,1
152,24,1,4,12,1,1,0,1
50,16,0,2,4,0,0,7,0
50,24,0,1,5,0,0,4,0
40,16,0,2,3,0,0,10,0
142,32,0,2,7,0,1,4,1
63,18,1,4,5,0,1,8,0
51,12,0,2,6,0,1,1,1
33,25,0,2,3,0,0,4,0
34,27,0,2,2,0,1,1,1
34,26,0,2,3,0,0,3,0
72,23,0,2,10,0,1,5,1
30,22,0,2,3,0,0,4,0
18,9,0,1,3,0,0,4,0
35,28,0,3,2,0,0,0,1
66,18,0,2,6,0,1,0,1
32,24,0,2,3,0,0,2,0
43,21,0,2,4,0,1,0,1
45,16,0,2,3,0,0,10,0
36,29,0,2,2,0,1,5,1
19,11,0,2,3,0,1,0,1
21,6,0,1,3,0,1,9,1
34,25,0,2,3,0,0,4,0
61,18,0,1,8,0,1,0,1
28,19,0,2,3,0,0,4,0
20,7,0,1,3,0,1,1,1
56,13,0,2,3,0,1,7,0
34,25,0,2,3,0,1,1,1
85,18,0,2,11,0,1,1,1
44,27,0,2,4,0,1,4,0
60,15,0,2,4,0,0,6,0
37,22,0,2,3,0,0,5,0
131,27,0,2,7,0,1,4,1
68,17,0,3,6,0,1,2,1
21,12,0,1,3,0,0,2,0
36,29,0,2,2,0,0,8,0
63,16,1,2,6,0,1,0,1
23,15,0,2,3,0,0,5,0
68,18,0,4,5,0,0,4,0
78,15,0,2,7,0,0,5,0
66,18,0,2,4,0,0,5,0
29,22,0,2,2,0,0,4,0
66,25,0,2,6,0,1,0,1
157,14,1,2,5,0,0,7,0
23,14,0,2,3,0,0,1,0
44,15,0,3,4,0,1,3,1
59,17,0,3,5,0,0,6,0
66,19,0,3,4,0,0,4,0
55,22,0,2,3,0,0,5,0
31,22,0,2,3,0,0,3,0
29,21,0,2,3,0,1,2,1
43,24,0,4,3,0,1,5,1
50,14,0,3,4,0,0,3,0
36,23,0,3,4,0,0,3,0
34,11,0,2,4,0,1,6,0
261,13,0,6,5,0,1,0,1
34,13,1,3,4,0,0,0,1
27,13,0,2,4,0,1,1,1
37,16,0,2,5,0,0,6,0
73,15,0,3,4,0,1,6,0
41,13,0,2,4,0,1,0,1
86,16,0,2,10,0,1,0,1
21,12,0,2,3,0,0,3,0
33,25,0,2,2,0,0,2,0
122,17,0,16,3,1,1,0,1
53,40,0,4,3,0,1,5,1
28,20,0,2,3,0,0,2,0
36,25,0,2,3,0,1,6,1
41,16,0,3,5,0,1,0,1
39,30,0,2,3,0,1,3,1
213,14,1,4,11,1,0,10,1
34,26,0,2,3,0,0,2,0
36,19,0,3,3,0,1,1,1
129,18,1,2,8,0,1,2,1
59,41,0,5,3,0,1,5,1
23,15,0,1,3,0,1,0,1
33,23,0,2,3,0,0,0,1
24,17,0,1,2,0,0,2,0
26,18,0,2,3,0,0,4,0
44,15,0,3,5,0,0,3,0
50,14,0,2,5,0,1,4,1
123,17,1,3,6,0,0,5,0
21,13,0,2,3,0,0,4,0
23,15,0,1,3,0,0,2,1
55,16,1,1,6,0,0,5,0
25,12,0,2,3,0,0,4,1
46,32,0,4,3,0,1,5,1
24,5,0,1,3,0,1,5,1
102,16,0,2,9,0,1,2,1
32,16,0,1,4,0,1,1,1
38,14,0,3,4,0,1,0,1
127,50,1,4,4,0,1,0,1
60,28,0,2,6,0,1,0,1
29,14,0,2,3,0,1,4,1
73,19,0,1,8,0,1,2,1
56,48,0,2,3,0,1,1,1
55,13,0,3,5,0,1,6,0
23,14,0,2,3,0,0,4,0
47,20,0,2,3,0,0,5,0
74,26,0,3,4,0,0,5,0
50,22,0,3,4,0,1,2,1
104,20,0,4,4,0,0,0,1
117,42,1,4,5,0,1,0,1
147,18,0,2,5,0,1,0,1
34,26,0,2,3,0,0,0,0
32,23,0,2,3,0,0,2,0
80,15,0,3,3,0,1,5,0
27,19,0,3,3,0,0,5,0
25,11,0,1,4,1,1,0,1
30,23,0,2,2,0,1,5,1
38,18,0,3,3,0,0,3,0
30,12,0,2,4,0,1,6,0
61,25,0,4,4,0,1,5,0
32,24,0,3,3,0,0,2,0
68,11,0,3,7,0,0,5,0
60,14,0,2,6,0,1,1,1
79,26,0,2,8,0,1,0,1
132,54,1,5,5,0,1,0,1
85,19,0,4,5,0,1,2,1
49,23,0,3,3,0,0,2,0
37,17,0,1,5,0,0,0,1
25,17,0,3,3,0,0,2,0
21,14,0,1,2,0,1,0,1
32,25,0,2,2,0,1,5,1
32,16,0,2,3,0,0,6,0
115,34,0,2,6,0,1,4,1
68,42,1,4,4,0,1,0,1
54,27,1,2,4,0,1,3,0
51,33,0,3,3,0,1,0,1
94,20,1,4,3,0,0,6,0
42,25,0,2,3,0,0,6,0
38,25,0,2,3,0,1,8,1
29,22,0,2,2,0,1,5,1
53,21,0,2,4,0,1,4,0
68,24,0,3,4,0,0,5,0
82,15,1,2,6,0,0,7,0
72,16,0,2,7,0,1,0,1
26,19,0,2,2,0,0,8,0
72,20,1,3,5,0,1,2,1
24,16,0,2,3,0,0,4,0
41,22,0,3,5,0,1,0,1
82,16,0,2,6,0,1,10,1
65,16,0,2,6,0,1,10,1
29,20,0,2,3,0,1,6,1
40,15,0,2,5,0,1,2,0
60,20,0,3,4,0,0,4,0
45,20,0,2,5,0,0,6,0
27,18,0,2,3,0,0,3,0
38,31,0,2,2,0,1,5,1
439,14,1,3,11,0,1,0,1
47,14,0,3,5,0,0,5,0
40,13,1,4,5,0,1,0,1
72,23,0,3,5,0,1,2,0
36,20,0,2,3,0,0,0,1
32,12,0,1,5,0,0,5,0
40,22,0,1,4,0,1,3,1
77,23,1,1,5,0,1,2,1
52,15,0,3,5,0,1,4,0
109,14,0,2,9,0,0,8,0
109,15,0,4,10,0,1,3,1
361,20,0,3,4,0,1,0,1
118,42,1,4,4,0,1,0,1
55,14,1,1,4,0,1,3,1
43,26,0,4,3,0,1,2,1
27,15,0,2,4,0,0,4,0
123,23,0,9,5,1,1,4,1
58,21,0,2,4,0,1,4,0
44,36,0,2,3,0,0,5,0
24,15,0,3,3,0,0,3,0
57,24,0,3,5,0,0,5,0
359,23,0,22,20,4,1,2,1
23,14,0,2,3,0,0,0,1
25,16,0,2,3,0,0,6,0
113,15,0,2,7,0,1,10,1
25,16,0,2,3,0,0,5,0
25,16,0,2,3,0,0,4,0
33,24,0,2,3,0,1,2,1
57,21,0,2,4,0,0,5,0
69,17,0,4,6,0,1,2,1
34,26,0,2,3,0,0,4,0
73,26,0,3,6,0,0,5,0
23,16,0,2,2,0,0,4,0
135,32,0,2,7,0,1,4,1
35,26,0,2,3,0,1,2,1
93,14,1,2,7,0,1,2,1
73,17,1,1,5,0,0,8,0
77,20,0,3,9,0,1,0,1
45,15,0,2,5,0,0,4,1
31,23,0,2,3,0,0,6,0
75,18,0,2,6,0,0,8,0
64,12,0,1,4,0,0,5,0
31,22,0,2,3,0,1,0,0
45,15,0,2,6,0,0,5,0
47,18,1,2,6,0,1,0,1
61,21,0,3,5,0,0,5,0
23,14,0,2,3,0,0,5,0
26,18,0,2,3,0,0,3,0
78,10,0,4,6,0,1,1,1
39,30,0,2,3,0,0,5,0
46,18,0,3,5,0,1,5,1
22,13,0,2,3,0,0,5,0
87,21,0,4,7,0,1,0,1
64,15,0,2,4,0,0,6,0
57,30,0,2,4,0,0,5,0
63,15,0,2,7,0,0,1,1
190,13,0,5,7,1,1,4,1
32,14,0,1,4,0,1,0,1
25,16,0,2,3,0,0,4,0
263,214,0,13,6,0,1,4,1
80,17,0,3,4,0,0,6,0
30,22,0,1,3,0,0,3,0
28,20,0,2,2,0,0,2,0
21,14,0,2,2,0,1,1,1
24,5,0,1,3,0,1,5,1
26,11,0,1,4,0,1,0,1
46,15,0,2,5,0,1,1,1
63,22,0,3,7,0,1,2,1
22,15,0,2,2,0,0,3,0
84,17,0,2,5,0,0,7,0
70,16,0,2,4,0,0,5,0
31,22,0,2,3,0,1,5,1
45,28,0,5,3,0,1,5,1
119,25,0,1,6,0,1,0,1
58,18,1,2,3,0,1,0,1
121,46,1,5,5,0,1,0,1
53,17,0,3,5,0,0,5,0
21,6,0,1,3,0,1,9,1
21,12,0,2,3,0,0,4,0
186,16,1,2,9,0,1,2,1
51,28,0,3,3,0,0,4,0
20,11,0,1,3,0,1,0,1
22,13,0,2,3,0,0,5,0
41,24,0,3,3,0,1,2,1
124,50,1,4,4,0,1,0,1
30,22,0,2,3,0,1,2,0
60,35,0,2,3,0,0,6,0
124,50,1,4,4,0,1,0,1
75,14,1,1,5,1,1,0,1
19,10,0,2,3,0,0,3,0
123,17,0,5,10,0,1,3,1
65,29,0,2,4,0,1,0,1
38,30,0,2,3,0,0,5,0
24,16,0,2,3,0,0,2,0
73,11,0,1,5,0,0,6,0
16,9,0,1,2,0,0,1,0
44,14,0,2,5,0,0,7,0
57,35,0,2,4,0,0,5,0
37,28,0,2,3,0,0,5,0
51,25,0,3,4,0,1,4,1
103,31,0,2,9,0,1,1,1
28,19,0,2,3,0,1,0,1
59,37,0,2,4,0,1,0,1
33,16,0,1,4,0,0,2,1
28,19,0,2,3,0,0,4,0
64,18,1,4,5,0,1,8,0
88,14,0,2,8,0,0,5,0
107,19,1,2,10,0,1,0,1
79,19,0,2,5,0,0,5,0
35,12,0,1,4,0,1,2,1
44,13,0,2,4,0,1,6,0
57,16,0,3,5,0,0,5,0
35,27,0,3,3,0,0,1,0
30,11,0,2,3,0,1,0,1
32,23,0,2,3,0,0,4,0
48,39,0,2,3,0,0,3,1
36,11,0,2,4,0,1,0,1
66,14,0,1,5,0,0,2,0
114,21,0,5,10,0,1,3,1
24,16,0,2,3,0,0,2,0
72,27,0,1,9,0,1,0,1
39,17,0,2,4,0,1,2,1
55,15,1,3,3,0,1,0,1
28,20,0,2,3,0,0,6,0
79,13,1,3,10,0,1,0,1
34,16,0,2,4,0,0,7,0
27,17,0,2,4,0,1,0,1
51,15,0,2,3,0,0,6,0
63,13,0,2,3,0,0,7,0
35,27,0,3,3,0,1,0,1
27,18,0,2,3,0,0,5,0
31,22,0,2,3,0,0,2,0
36,29,0,2,2,0,0,5,0
21,13,0,2,3,0,0,3,0
34,13,0,1,5,0,1,0,1
24,16,0,2,3,0,0,5,0
32,25,0,2,2,0,1,5,1
62,26,0,4,6,0,1,5,1
43,35,0,4,3,0,1,0,1
78,29,0,3,5,0,1,3,1
46,17,0,2,4,0,0,4,0
118,42,1,4,4,0,1,0,1
30,22,0,2,3,0,0,2,0
128,50,1,4,5,0,1,0,1
21,13,0,2,3,0,0,4,0
58,16,0,1,7,0,1,0,1
40,24,0,3,3,0,1,5,1
126,50,1,4,5,0,1,0,1
20,11,0,2,4,0,0,3,0
63,15,1,2,5,0,1,0,1
92,36,0,2,4,0,1,2,1
29,21,0,2,3,0,0,2,0
63,27,0,3,4,0,1,3,0
54,21,0,2,4,0,1,5,0
61,31,0,2,4,0,0,5,0
66,12,0,3,5,0,1,3,1
33,25,0,2,3,0,1,0,1
90,19,0,3,3,0,0,5,0
114,26,1,3,9,0,1,2,1
70,16,0,2,6,0,1,10,1
41,11,0,2,6,0,0,7,0
33,15,0,2,4,0,1,3,0
77,22,0,3,5,0,0,5,0
79,14,1,2,4,0,1,1,1
96,14,1,2,8,0,1,0,1
49,18,0,2,5,0,0,3,0
106,14,0,3,7,0,0,3,0
73,29,0,2,7,0,1,0,1
53,36,0,5,3,0,1,5,1
30,22,0,2,3,0,0,5,0
28,19,0,2,3,0,1,5,1
50,14,1,4,6,0,1,0,1
41,21,0,5,4,0,1,3,1
27,18,0,2,3,0,0,5,0
25,17,0,2,3,0,0,3,0
86,21,1,2,6,0,1,0,1
48,17,0,3,3,0,0,3,1
34,26,0,2,3,0,0,5,0
26,17,0,2,3,0,0,3,0
32,11,0,1,3,0,0,5,0
123,26,0,2,7,0,1,4,1
59,26,0,3,3,0,1,3,0
26,17,0,2,3,0,0,4,0
27,18,0,2,3,0,1,0,1
18,9,0,2,3,0,0,3,0
63,21,0,1,4,0,0,5,0
109,23,0,2,4,0,0,4,0
51,16,0,2,4,0,0,2,1
102,13,0,3,9,0,0,7,0
52,15,0,2,4,0,1,5,0
69,14,0,3,8,0,1,2,1
218,12,1,3,6,0,1,0,1
34,16,0,2,3,0,0,10,0
39,20,0,2,5,0,1,5,1
26,17,0,2,3,0,0,4,0
32,23,0,2,3,0,1,5,1
32,18,0,2,4,0,0,6,0
28,20,0,2,3,0,0,1,0
158,38,0,4,8,0,1,1,1
58,13,0,2,3,0,1,1,1
57,16,0,3,3,0,0,5,0
243,25,1,14,8,0,1,0,1
77,23,1,1,5,0,1,2,1
130,54,1,5,4,0,1,0,1
23,14,0,1,3,0,1,0,1
43,24,0,1,5,0,1,2,1
119,42,1,4,5,0,1,0,1
43,15,0,2,3,0,0,10,0
30,22,0,2,3,0,0,2,0
41,23,0,3,4,0,1,0,1
24,15,0,2,3,0,0,5,0
41,13,0,2,5,0,1,0,1
35,26,0,2,3,0,0,5,0
40,26,0,3,4,0,1,3,1
43,14,0,2,3,0,1,3,1
48,17,0,3,5,0,0,6,0
117,42,1,4,5,0,1,0,1
41,13,0,2,5,0,1,2,1
31,24,0,2,2,0,1,0,1
51,16,0,2,4,0,0,7,0
32,24,0,2,2,0,1,8,1
54,24,0,2,5,0,1,4,0
27,18,0,2,3,0,0,3,0
73,14,0,4,3,1,1,8,0
28,19,0,2,3,0,0,5,0
33,25,0,3,3,0,0,2,0
49,11,0,2,5,0,1,6,0
37,19,0,2,4,0,0,2,1
28,19,0,2,3,0,0,4,0
68,22,1,2,4,0,1,4,1
91,36,0,2,4,0,1,2,1
38,26,0,2,4,0,1,2,1
80,14,1,2,4,0,1,0,1
125,50,1,4,5,0,1,0,1
43,35,0,2,3,0,0,5,0
50,17,0,2,5,0,1,0,1
23,14,0,2,3,0,0,3,0
49,32,0,1,4,0,1,0,1
35,14,1,2,4,0,0,7,0
52,16,0,2,4,0,0,7,0
60,22,0,1,7,0,1,2,1
55,13,0,4,6,1,1,4,1
125,50,1,4,4,0,1,0,1
111,15,1,2,10,0,1,0,1
111,17,0,2,10,0,0,4,0
87,16,1,3,6,0,1,1,1
27,18,0,2,3,0,0,5,0
25,17,0,1,3,0,1,0,1
54,18,0,2,4,0,1,3,1
29,20,0,2,3,0,0,7,0
98,26,1,2,9,0,1,2,1
27,20,0,2,2,0,0,2,0
86,19,1,4,4,0,1,0,1
37,16,0,2,5,0,0,6,0
57,14,0,1,7,0,1,0,1
86,23,1,3,10,0,1,2,1
50,16,0,3,4,0,1,3,1
43,14,0,3,5,0,1,3,0
24,15,0,2,3,0,0,2,0
72,17,0,1,5,0,1,4,0
33,24,0,2,3,0,0,1,0
75,39,0,3,5,0,1,0,1
33,19,0,2,3,0,1,2,1
40,20,0,3,3,0,1,6,1
30,15,0,2,4,0,1,0,1
81,19,1,2,7,0,1,1,1
56,16,0,2,4,0,0,7,0
73,14,0,3,7,0,1,2,1
47,12,0,2,4,0,1,7,0
84,11,0,3,6,0,0,3,0
85,18,1,4,4,0,1,0,1
42,34,0,2,2,0,0,4,1
100,31,0,2,4,0,0,5,0
94,21,0,2,10,0,0,8,0
59,10,0,3,5,0,1,0,1
27,18,0,2,3,0,1,1,0
27,18,0,2,3,0,0,6,0
65,57,0,5,3,0,1,0,1
33,12,0,1,3,0,0,2,0
24,15,0,2,3,0,0,2,0
29,20,0,3,3,0,0,1,0
24,16,0,2,3,0,0,0,0
103,15,1,1,10,0,1,0,1
39,16,0,2,3,0,0,10,0
91,11,0,2,5,0,1,1,0
43,16,0,2,4,0,0,7,0
30,21,0,2,3,0,0,7,0
45,26,1,2,3,0,0,5,0
22,12,0,1,4,0,1,0,1
32,23,0,2,3,0,1,5,1
38,30,0,2,3,0,1,5,0
59,25,0,3,4,0,1,4,0
62,29,0,4,4,0,1,2,1
61,13,0,1,6,0,0,7,0
37,10,0,2,5,0,1,3,1
62,12,0,1,4,0,0,2,0
31,16,0,2,4,0,0,6,0
23,15,0,2,3,0,0,4,0
55,33,0,7,3,0,1,0,1
22,13,0,2,3,0,0,3,0
50,23,0,2,4,0,0,6,0
29,13,0,1,4,0,1,1,1
31,20,0,2,4,0,0,0,1
64,12,0,4,6,0,0,4,0
41,16,0,2,4,0,0,7,0
46,21,1,2,5,0,1,0,1
65,15,0,2,6,0,1,2,1
61,17,0,3,3,0,0,5,0
78,14,1,2,4,0,1,1,1
58,24,0,5,3,0,1,5,1
39,30,0,2,3,0,0,2,0
21,12,0,2,3,0,0,4,0
37,30,0,4,2,0,1,0,1
36,15,0,2,5,0,1,3,1
53,12,0,1,7,0,0,7,0
32,24,0,2,3,0,0,4,0
52,14,0,2,3,0,1,3,1
35,27,0,2,3,0,1,5,1
164,24,0,2,5,0,1,0,1
48,23,0,3,3,0,1,0,1
99,25,0,3,6,0,0,5,0
83,31,0,3,6,0,0,4,0
54,16,0,2,6,0,1,2,1
32,24,0,2,3,0,0,4,1
32,24,0,2,3,0,0,1,0
121,46,1,5,4,0,1,0,1
54,18,0,3,5,0,1,4,1
51,10,0,3,7,0,1,0,1
43,24,0,2,4,0,1,4,1
32,11,0,1,5,0,1,0,1
35,27,0,2,3,0,1,1,1
55,29,0,5,4,0,1,5,1
53,19,0,2,4,0,1,5,0
57,16,0,2,4,0,0,7,0
32,24,0,2,3,0,0,4,0
96,17,0,2,9,0,1,3,1
486,11,1,10,5,0,1,0,1
78,16,0,5,5,0,1,0,1
127,50,1,4,4,0,1,0,1
89,19,0,1,6,0,1,3,0
37,29,0,2,3,0,0,2,0
59,31,0,2,4,0,0,5,0
71,14,0,2,7,0,0,5,0
54,17,1,3,3,0,0,5,0
59,21,0,4,5,0,0,5,0
51,16,0,3,3,0,0,5,0
76,21,0,2,9,0,1,0,1
61,21,1,2,4,0,0,8,0
29,21,0,2,3,0,0,4,0
71,28,0,2,4,0,0,5,0
45,15,0,1,4,0,1,4,1
104,23,0,2,5,0,0,6,0
38,12,1,2,5,0,1,8,0
51,23,0,2,4,0,1,0,1
85,21,0,2,9,0,0,8,0
34,26,0,2,3,0,0,2,0
52,20,0,4,3,0,1,2,1
76,15,0,2,5,0,0,6,0
35,9,0,3,4,0,1,5,0
41,17,0,2,5,0,1,0,1
31,22,0,2,3,0,0,3,0
110,15,1,2,3,0,0,6,0
75,14,0,4,3,1,1,8,0
33,26,0,2,2,0,0,5,0
69,15,0,2,6,0,1,0,1
29,20,0,2,3,0,1,6,1
32,23,0,2,3,0,0,5,0
42,20,0,3,4,0,0,5,0
46,33,0,2,3,0,0,8,0
52,14,0,3,3,0,1,5,0
40,19,0,3,4,0,1,3,1
60,24,0,3,5,0,1,0,1
20,4,0,1,3,0,1,7,1
40,32,0,2,3,0,1,0,1
44,28,0,2,4,0,1,0,1
27,15,0,2,4,0,0,2,0
44,18,0,1,5,0,1,0,1
42,34,0,2,3,0,0,5,0
49,22,0,3,5,0,1,4,1
39,16,0,1,4,0,1,0,1
19,11,0,2,3,0,1,0,1
64,39,0,5,4,0,1,1,1
52,16,0,2,5,0,0,6,0
42,34,0,3,3,0,1,0,1
22,13,0,2,3,0,0,5,0
52,26,0,2,4,0,0,5,0
59,21,0,2,5,0,0,7,0
51,42,0,2,3,0,0,0,1
61,28,0,2,4,0,0,4,0
51,23,0,2,5,0,0,2,1
49,14,0,1,4,0,1,2,0
102,13,0,2,10,0,1,0,1
41,20,0,3,3,0,1,6,1
103,18,1,3,6,0,1,5,0
93,14,1,3,6,0,1,0,1
26,8,0,1,4,0,1,1,0
59,19,0,2,5,0,1,0,1
36,21,0,1,3,0,1,1,1
51,16,0,2,4,0,0,7,0
47,13,1,3,5,0,1,2,1
62,20,0,2,6,0,1,0,1
28,19,0,2,3,0,0,3,0
48,16,0,1,4,0,0,5,0
63,31,0,2,4,0,0,5,0
36,16,0,2,3,0,0,10,0
77,18,1,2,4,0,0,8,0
51,10,1,1,4,0,1,0,1
17,10,0,2,2,0,0,3,0
77,23,1,1,5,0,1,2,1
84,27,0,3,5,0,0,4,0
33,25,0,2,3,0,0,2,0
122,33,0,3,6,0,0,5,0
60,17,0,1,8,0,1,1,1
38,21,0,3,3,0,1,0,1
26,19,0,2,2,0,0,2,0
34,20,0,2,3,0,1,0,1
43,19,0,3,6,0,1,2,1
203,14,0,4,3,1,0,10,1
30,22,0,2,2,0,0,3,0
69,25,0,4,5,0,0,4,0
44,22,0,2,3,0,0,5,0
64,29,0,3,3,0,0,3,0
32,24,0,2,3,0,0,3,0
32,9,0,2,4,0,1,0,1
68,31,0,4,5,0,0,2,1
49,17,0,2,5,0,1,0,1
25,12,0,1,3,0,1,0,1
552,22,1,3,4,0,1,3,1
29,20,0,2,3,0,1,6,1
29,21,0,2,3,0,0,4,0
82,11,0,1,7,0,0,7,0
41,16,0,2,4,0,0,7,0
91,19,0,5,5,0,1,0,1
23,14,0,2,3,0,0,1,0
28,12,0,2,4,0,1,2,0
26,14,0,2,4,0,0,3,0
32,20,0,2,4,0,0,0,1
49,12,0,2,4,0,1,7,0
37,25,0,2,3,0,1,6,1
129,73,1,5,6,0,0,2,1
54,17,0,1,4,0,1,4,0
49,19,0,3,4,0,1,0,1
27,18,0,2,3,0,0,2,0
20,11,0,1,3,0,0,3,0
15,6,0,1,3,0,0,4,0
30,21,0,2,3,0,0,4,0
113,15,0,3,7,0,1,5,0
21,8,0,1,4,0,1,0,1
23,15,0,2,3,0,0,5,0
23,16,0,2,2,0,0,4,0
83,11,0,1,5,0,0,5,0
30,22,0,2,2,0,1,5,1
46,16,0,2,4,0,0,7,0
40,13,1,4,4,0,1,0,1
48,18,0,2,4,0,0,5,0
75,14,0,4,6,0,0,5,0
31,22,0,2,3,0,0,3,0
78,69,1,4,3,0,1,5,1
50,25,0,2,6,0,1,0,1
80,27,1,3,4,0,1,0,1
32,23,0,3,3,0,0,4,0
33,24,0,2,3,0,0,3,0
43,24,0,3,3,0,1,4,0
37,28,0,2,3,0,0,4,0
31,24,0,2,2,0,0,4,0
24,15,0,2,3,0,0,4,0
25,16,0,2,3,0,0,1,0
126,38,0,2,6,0,1,0,1
26,18,0,2,3,0,0,3,1
68,13,0,2,3,0,0,7,0
19,4,0,1,3,0,1,6,1
35,20,0,2,4,0,1,4,0
23,16,0,1,2,0,0,0,0
37,25,0,2,4,0,1,6,1
39,20,0,3,3,0,0,6,1
28,15,0,2,3,0,1,8,0
56,17,0,3,5,0,1,5,0
28,19,0,2,3,0,0,3,0
74,28,1,3,6,0,1,6,1
66,23,0,1,7,0,1,0,1
40,25,0,2,3,0,0,6,0
71,24,0,2,8,0,1,0,1
77,14,0,4,3,1,1,8,0
30,23,0,2,2,0,1,5,1
24,16,0,2,3,0,0,3,0
57,16,0,2,5,0,1,0,1
38,29,0,2,3,0,1,0,1
84,13,0,3,5,0,1,4,0
243,60,1,5,3,0,1,2,1
43,14,0,3,5,0,1,3,0
31,23,0,2,3,0,0,4,0
49,17,0,3,5,0,1,2,1
42,17,0,2,5,0,1,0,1
79,22,1,2,3,0,1,4,1
25,17,0,2,3,0,0,3,0
123,46,1,5,4,0,1,0,1
38,25,0,2,4,0,1,6,1
51,43,1,3,3,0,1,0,1
73,15,0,3,5,0,1,0,1
41,22,0,2,5,0,0,3,0
56,23,0,1,6,0,1,0,1
53,18,0,3,3,0,0,5,0
19,12,0,1,2,0,1,0,1
